https://topaz33.com,<b>2 Days Rebate </b>,0.45,0,1888,0,0,"{""customBonus"":""rebatedays"",""lose"":3,""win"":0.1,""days"":2,""displayDescriptionOnly"":""1"",""creditLessThan"":0.5,""startDate"":""2024-02-27""}",CUSTOM,6,,DAILY,,,,112.3465371,0
https://diamondaud.com,COMMISSION,1.3,,1888,,0,,,,,,,,,116.7077324,1
https://g9aus.com,Rollover Rebate,0.12,,999,,0,,,,,,,,,100.6388352,0
https://vvip15au.com,COMMISSION,1.75,,888,,0,,,,,,,,,106.567837,1
https://kangaroo88.com,<b>SHARE BONUS</b>,6,0,50,60,0,"{""customBonus"":""sharebonus"",""creditLessThan"":0.1,""startDate"":""2023-10-01"",""displayDescriptionOnly"":""1"",""displayAngpaoText"":""1"",""walletId"":1,""changeGameId"":1}",CUSTOM,0,,,,,,0.09927537356,0
https://koala88.co,<b>SHARE BONUS</b>,3,0,50,30,0,"{""customBonus"":""sharebonus"",""creditLessThan"":0.1,""startDate"":""2023-10-01"",""displayDescriptionOnly"":""1"",""displayAngpaoText"":""1"",""walletId"":1,""changeGameId"":1}",CUSTOM,0,,,,,,0.3620803551,0
https://king88pokies.com,"<b style=""color:#FFD700""> Share & Free</b>",8,80,20,0,10,"{""customBonus"":""sharebonus"",""creditLessThan"":0.1,""startDate"":""2024-02-01"",""mobileAppOnly"":""1"",""maxCount"":3,""displayAngpaoText"":""1"",""walletId"":1,""changeGameId"":1}",CUSTOM,0,,,,,,2.941373888,0
https://rtpvictory88.com,<b>DAILY FREE CREDIT<b>,10,100,15,0,10,"{""creditLessThan"":0.1,""walletId"":1,""changeGameId"":1,""displayDescriptionOnly"":""1""}",FREE,0,,DAILY,,,,2.717859815,0
https://rtpvictory88.com,<B>Download Apps Free,50,500,15,0,10,"{""creditLessThan"":0.1,""displayDescriptionOnly"":""1"",""walletId"":1,""changeGameId"":1,""displayAngpaoText"":""1"",""mobileAppOnly"":""1""}",FREE,0,,,,,,3.017555121,0
https://jackpotau.com,Everyday Free Chip,10,100,15,0,10,"{""displayDescriptionOnly"":""1"",""walletId"":1,""changeGameId"":1,""displayAngpaoText"":""1""}",FREE,0,,DAILY,,,,2.717859815,0
https://win99aud.com,<b>Telegram Free $100<b>,100,1000,15,0,10,"{""displayAngpaoText"":""0"",""displayDescriptionOnly"":""1"",""creditLessThan"":0.1,""registerDate"":""2024-01-01"",""mobileAppOnly"":""0"",""mustJoinTelegramChannel"":""Aus55Channel"",""changeGameId"":1,""walletId"":1}",FREE,0,,,,,,3.151055491,0
https://richspinau.com,<b>FREE 365</b>,5,50,15,0,10,"{""creditLessThan"":""0.01"",""displayDescriptionOnly"":""1"",""walletId"":1,""changeGameId"":1}",FREE,0,,DAILY,,,,2.599434585,0
https://inskingdom8.com,<B>Download Apps Free,50,500,10,0,10,"{""creditLessThan"":0.1,""displayDescriptionOnly"":""1"",""walletId"":1,""changeGameId"":1,""displayAngpaoText"":""1"",""mobileAppOnly"":""1""}",FREE,0,,,,,,2.609756399,0
https://cergas.online,DAILY FREE CREDIT,5,50,10,0,10,"{""displayDescriptionOnly"":""1"",""displayAngpaoText"":""1"",""creditLessThan"":0.1,""walletId"":1,""changeGameId"":1}",FREE,0,,DAILY,,,,2.248141549,0
